	text	inappropriate	human_labeled	offline_crime	online_crime	drugs	gambling	pornography	prostitution	slavery	suicide	terrorism	weapons	body_shaming	health_shaming	politics	racism	religion	sexual_minorities	sexism	social_injustice	none	toxic_new
5119	Зарплата грузчика в CШA около -$ в месяц, в Европе разумеется оплата ещё выше.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0008026180439628
5120	Что если у девочки в 11 лет болит грудь, к чему это?	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0803732350468635
5121	да были.посмотри тред архивариуса.Там они есть.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5230151414871216
5122	Что будет если выпить 10 таблеток Конкора 2,5	0.69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059831701219081
5123	По нему? Нет, думаю, на неделе нарезать буду.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0574096366763114
5124	Результаты показали, что при испытаниях накидных приспособлений в различных условиях эксплуатации нарушения прочности и яркости свечения светящихся точек не было.	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0011464008130133
5125	Да было дело 2 года назад на свадьбе гуляли у племяша, родила теперь доучивается хорошо живут	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0016074191080406
5126	Или у кого юбка выше колен.Я сам таких не слушаю. Главное, чтоб вырез был.	0.11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.4869629442691803
5127	Какое музыкальное произведение передавали по просьбе Тани и других? В фильме Весна на Заречной улице	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0481888428330421
5128	*АД - атопический дерматит, это я из соседнего треда перепостил.Алсо щас нашел в выписках, что дерматолог, который лечил дерматит, прописывал Бактробан в случае мелких прыщиков.Но в инструкции к нему про прыщи нет ничего. Норм или нет?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5104493498802185
5129	Настал тот возраст, когда выдумываешь невероятные отмазы, чтобы не бухать с тем или иным знакомым.	0.06	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2662273049354553
5130	Трудно описать, но видел. Обычно во время сонного паралича у меня было ощущение, что кто-то стоит рядом со мной, или сидит в шкафу, но иногда и виделись необычные существа. Сонный паралич у меня был от бессонницы	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0312746651470661
5131	"И главное, каждый раз это ""что-то"" внутри тебя уверено, будто стафф тебе поможет что-то разрулить, отдохнуть, сделать"	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3793074786663056
5132	А тебе с этого какая выгода - ипотеку снизили на 0,5 %?Или Лада подешевела?	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0351434871554374
5133	Это определяют на скрининге в 12 недель, в случае чего всегда можно сделать выбор. Я думаю, в таких случаях врачи рекомендуют сделать аборт.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0012764130951836
5134	"Понравились эти ""челочники"", а есть еще что-то такое же мелодичное и потом жесткое с электроникой? Не думал, что Кариша такое слушает..."	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1974291652441024
5135	Он в самом начале говорит t's  t sg	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3443722724914551
5136	Если нет доказательств, то заявление о вымогательстве даже не примут, что ли?	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024297914933413
5137	Что? Это на каком языке написано, не пойму? Набор слов...	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3030159175395965
5138	одна стихия хорошее взаимопонимание но лунный рак эмоционально уязвим в этом союзе с представителем марса	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0009465871262364
5139	А по каким критериям определяется качество юмора?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.02817321754992
5140	R .сам спросил - сам ответил	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0142027223482728
5141	Кидай видео в Ad Md Ed, ставь пресет Для YTразрешение видео. Кодируй и заливай видео. Никаких очередей, готово максимум через 10 минут	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0871637091040611
5142	Куда можно поступить дистанционно в Ставропольском крае	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0017574129160493
5143	Антибиотик в/м, отхаркивающее, витамины в/м, Физиолечение  дома растирать барсучьим жиром грудную клетку 	0.0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.3330006897449493
5144	полный рабочий недь 8 часов. при 40-а часовой рабочей неделе. люди могут работать и 30, и 20, и 15, и 10. и даже всего 2 часа в неделю. ничего сверхестесвенного в этом нет. просто нужно найти работу с интересующим графиком	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0003480354207567
5145	Спасибо анон. На самом деле просто писал одним разом звук, да и как-то не заморачивался. Кстати, что скажешь насчет звука? Нужно мнение со стороны. Тихо, громко? Качество записи голоса как? 	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5766510963439941
5146	"F 45.3 можно ""подлечить"" без препаратов и психодокторов/неврологов? город маленький, врач странный, к которому придешь и уйдешь не скоро"	0.35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0263517126441001
5147	Как вы относитесь к игре t 1,2?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1684106290340423
5148	После увольнения. Потому что в теории вы вполне можете забрать свое заявление и остаться на рабочем месте, так что до увольнения вам справку не дадут. А в день увольнения можете ее получить вместе с трудовой книжкой.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0062285312451422
5149	антибиотики  иммуномодуляторы  препараты для местной обработки	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0019318358972668
5150	Stg.gtIt Stg.y0  - первая добавленная строка	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0870724096894264
5151	Попробуй просто уголки рта чуть приподнимать, и уже будет другое выражение лица, потренируйся перед зеркалом. Мышцы потом сами привыкнут к такому положению	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6085089445114136
5152	Точно, крута как скала в прямом смысле, русский язык очень жёсткий, по сравнению с другими, только на русском можно так послать :	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0322273969650268
5153	Чувак, жизнь всегда кончается летльным исходом.	0.73	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.5195621252059937
5154	Если ничего не получается - прочитай, наконец, инструкцию.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2540427446365356
5155	в лучшей оптимизации, юзерфрендли интерфейсе, бОльшим онлайном без читеров и макросников  разрабы ориентрируются на консоли	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0058570778928697
5156	Какой тип подключения выбрать в настройках агента? для безопасности	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0086278729140758
5157	Можно взять просто кредит, а уж на что он пойдёт - пофиг...	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0010340436128899
5158	Только ведь это весь суннитский мир в прямом эфире наблюдаетОсобенно Турция и Саудовская аравия	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.7335160374641418
5159	С армией кстать никаких стычек и конфликтов особо не было зафиксировано. Все поняли, что власть - банкрот.	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0478856302797794
5160	Тебе попадали в нос или он изначально такой красивый?	0.08	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.3774021565914154
5161	Как будто что-то плохое. Работай дворником и учись на заочке.Чтобы в 30 получить никому ненужное образование и дальше работать дворником?	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0388183109462261
5162	Я в таком случае говорю, что опасаюсь нерегулярных выплат по зарплате, или серьёзных задержек.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0015118573792278
5163	Это возрастной рейтинг мешает показывать, как он их там дружит.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0826214179396629
5164	Если с компа или ноута, то MyWF. Уже несколько лет юзаю, роутер покупать и настраивать лень, с ноута ей раздаю и норм.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0041631432250142
5165	сложный вопрос. Можно тебе посочувствовать, если ты ничего нам не скрываешь. Может есть всё-таки причины?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1615331768989563
5166	"Медиум Миссъ-Хассэ, из книги ""Сонъ и сновидъня""  год:ЧАСЫ - исправные: успъхи въ дълах, здоровье. Аномалия в них - внезапная прибыль от продажи или в следствии переговоров."	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1340002715587616
5167	а правда что женщинам не нравится когда от мужчины пахнет дезодорантом и духами?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0010439044563099
5168	Ваш вопрос напомнил мне одного избитого парнишку, который заявил - да я бы навалял ему, да связываться неохота.	0.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686079204082489
5169	 4. Отдыхай душой и телом на природе, а не в ночном клубе, баре и т.д.Проорал и дальше не читал	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4988470673561096
5170	Помогает ли массаж вакуумными банками избавиться от целлюлита? плюс правильное питание и физические упражнения	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192897580564022
5171	Ластиком, губкой и содой хоз. мылом. Или купить в магазине специальную пену у меня Салтон, но я всё таки придерживаюсь первых способов ибо они эффективней	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0087609197944402
5172	Как лечить спатифиллум если его погрызла кот?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4605402052402496
5173	Купи пива, сухариков, свари его и скушай.С пруфами.	0.63	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4347403645515442
5174	Полюби её, и ты удивишься её трансформации. Смерть ничего не несёт для жаждущего её, в данном случае, кроме неведения и заблуждения в правильности своей позиции..	0.52	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2924665212631225
5175	Сходите в Челябинске в Манекен, там очень хорошие актеры играют и ставят интересные спектакли  А еще обязательно на Арбат, посмотрите выставку фото.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0017090621404349
5176	"Со ""статьями"" для блондинок всегда была напряженка. А сейчас ну просто катастрофа...."	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0831558629870414
5177	Нет, священнослужитель - общее название для всех, посвященных в какую-либо священную степень. Епископ, священник, диакон, субдиакон - все это священнослужители.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0680609568953514
5178	"конечно, если будет за собой ухаживать и если она будет любима и если будет занятачем то, а не сидеть и нудеть целыми днями типа ""Ой как все плохо"""	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0328856147825717
5179	Полноценный - где-то раз в неделю, наверное, но если приспичит поперекрашивать ногти почаще, то, соответственно, поправляю то, что успело отрасти, но без распаривания.Масло каждый вечер.	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0066702989861369
5180	Сколько сейчас пособия на ребенка 13 лет? Пж	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0018003876321017
5181	Почему принято что инициатором интимной близости выступает всегда мужчина?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0714940875768661
5182	Ну чего ты так с нубами	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.739233136177063
5183	Вам только место или код от сейфа тоже....	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1560873985290527
5184	А по стивину и кристальным девицам есть у вас что?	0.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.3633098900318146
5185	Когда будут цениться юбилейные монеты? В коллекции  монет	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0033465470187366
5186	Познакомилась с парнем на рынке, позвала на ужин. Вот готовлю свинину тушёную, и думаю его зовут Рахиб, он ест свинину?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1016224399209022
5187	В эти страны сейчас лучше не ездить . Лаос, живет своим промыслом нехорошим и Мьянма отличилась своими террористическими выпадами . Если вам так важно там быть, то проблем для желающего не будет .	0.0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0465783178806304
5188	Штраф за просрочку замены папорта вообще есть статья про проживание без паспорта. Что с ним делать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.003755321027711
5189	Какая одежда нынче в моде? Верхняя.	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0540526621043682
5190	Сколько примерно осталось человеку, если у него начался онкологический процесс с первой стадии без лечения?	0.0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00445166695863
5191	"Провайдеру звонить не нужно, надо только писать сюда и в ""Спортлото"". Умница!"	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1829129308462143
5192	Позвони в бухгалтерию бухгалтеру, который ведет участок работы по начислению заработной платы. Не обязательно своему. Отдай 3 тыс. руб. или он она не согласен на.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0040872176177799
5193	Закрой все карты и счета, деньги только наличными получай, иначе ограбят и пискнуть не успеешь.	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0289089661091566
5194	Варикоцеле, водянка, обрезание жи есть. Мне вот новообразование выпиливали.	0.33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.6037725210189819
5195	Вероскам ходит по святым улицам науки и гениальности человеческой мысли? Нет пути!	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.3077137768268585
5196	Это пересказ в апоктифеtt:// главы евангелия от матфеяtt://	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0368550047278404
5197	женщина рожает себе мужчину для работы, раз муж ее бросает?	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.002100103534758
5198	я сейчас кофе пью и творог, а вы что перед сном кто не спит?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0005909941974096
5199	Ты можешь просто взять и хотя бы три дня вообще не пить алкоголь?	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1055632829666137
5200	А как же социалистическая революция в царской россии	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0378594733774662
5201	откуда именно. если кожа.  то ерунда выдави и тройвм или перекисью пройдись. а если на головке  открытой  или из уэрты то бегом к врачу	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0031959463376551
5202	Здравствуйте. Я поступила после 9 класса в мед. колледж, на специальность сестринское дело. Но очень уж хочу стать	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0027662958018481
5203	Что подарить ребенку на 3 года?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0030073681846261
5204	вот уж незнаю даже какои у меня валяется. но чтоб подметал самоето	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0114587945863604
5205	Можешь попытаться пойти против системы и скрапать вторые сабки.	0.29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5390023589134216
5206	При росте  девушка сколько должна весит кг?	0.0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0088056307286024
5207	Вчера начала чувствовать отвращение от запаха табака. Легче стала засыпать ночью. Вчера уже не тошнило больше.	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3179124295711517
5208	Господа, прошу, дайте мне соус музыкй йз этой вебм	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4302873909473419
5209	Описание черта из рассказа гоголь ночь перед рождеством Очень срочно	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1356023848056793
5210	Что вы тогда пытаетесь найти в смерти, если это просто выключение которое ммм вас так привлекает?	0.19	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.2388126403093338
5211	Да, 2 из 7 при вероятности 55%. Неплохо мансуешь.Ход закончен. Табличка.Бросок на двойной ход.1 - Римм, 2 - Инга, 3 - Джилл, 4 - Снайпер, 5 - Клаус, 6 - Яков, 7 - Ден-Ден.7d: 33  25  30  45  14  47  35 = 	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0876370072364807
5212	Выдадут. Куда денутся-то? Разве кто-то будет потом звонить в центр, чтобы отменить заказ, проходить магазинские сложности, и всё это ещё себе в убыток?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0012419985141605
5213	Почему люди сколнны наглеть и проявлять неуважение после того, как их вытащить из проблем и затем разделить свой бизнес?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0417166613042354
5214	Куда обращаться, если считаешь решение суда не правомерным?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0757946521043777
5215	Выделение алкоголя легкими, он же летучий.	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1054659187793731
5216	какую тогда надо? я нищеброд и не могу себе позволить буржуйскую кофемашинум	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0617768242955207
5217	Динамическая вязкость нефти равна 30 сП Определить коэффициент кинамиитической вязкости если плотность нефти  кг	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0049938089214265
5218	и ты думаешь это решается нажатием на кнопку? заразу с пк удаляй, не тянешь сам -зови мастеров	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0503204576671123
5219	И как она будет доказывать наличие следов? Синяки неделю максимум заживают.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.030204638838768
5220	"При алопеции выпадают как стандартные волосы дневная норма, так и ""черныши""."	0.0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0545064583420753
5221	потеря сознания - это демо версия смерти	0.42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0059962305240333
5222	Я хочу сдружиться с девченками, которым по 21.Мне сейчас 18.Маленькими мы дружили, а пото как то разошлись, подскажите, что	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0367251597344875
5223	Некоторым просто нравятся социально активные девушки. Они помогают из дома вылезти. Три моих последних девушки такими и были	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.057471964508295
5224	На будущее образование повлияют. На жизнь сами по себе не повлияют.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0132326874881982
5225	Только политическим беженцем, если докажешь это в суде, хороший адвокат за это берет в Германии от  евро, так что удачи!	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.0106324674561619
5226	Да я шуткую просто. Хотя в ДНР действительно могут по 5-6к платить.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.000777207838837
5227	Здравствуйте. Кто поможет прочитать заключение энцефалограммы	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.1320075988769531
5228	ревнует? значит – любит. Не ревнует? Ну… значит, пока ничего не знает ?	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1829502433538437
5229	сталинизм, который в -е годы использовался, чтобы сделать из аморфной крестьянской массы русскую нацию. Русский - это советский	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.7438998818397522
5230	На ангельскую версию патч, на русскую gf.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.078115239739418
5231	какая программа лучше всех для трудоустройстве в емиратах? Трудоустройства	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0033183088526129
5232	На выходных, если не поленюсь, сделаю по-быстрому выборку постов из пары чакротредов.Отпишусь сюда если таки сделаю.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3658417463302612
5233	Везде. Это не только связки, хрящи и сухожилия, это еще кровь и лимфа. Так что - везде.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0684979110956192
5234	"Они созданы уже после второго Минска из наиболее опытных и умелых так сказать.Это было бы хотя бы похоже на правду.А не откровенным бредом уровня ""диспетчер карлос видел украинские истребители""."	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0102089438587427
5235	Пасхетъ принято красить яйца и при встрече бить их друг о друга, и тогда разбитое яйцо считалось яйцом Кощея разрушенной Луной Леей, а целое – Даждьбожьим то есть силой Тарха Даждьбога, разрушившего пристанище Кощеев.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.3430387079715729
5236	Пацаны, нужно заточить то блеска бритву. Есть наждак  и паста гои. Что делать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5648366808891296
5237	шестая сотня постовбампЭто тебе не /vg/ с бамплимитом в .	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5796091556549072
5238	Нужна вера Божья, чтобы Бог сотворил единство духа в союзе мира.	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.1169179081916809
5239	(OP)Что за теракт в Ставрополье?	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.2224240601062774
5240	И еще забыл спросить, а как волосы на ощупь?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.1497939079999923
5241	Травятся не от вредной еды, а от испорченной, просроченной, грязной со всякими бактериямии	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120722586289048
5242	Хз помню только vx и то его давно уже не продают а мивмну не ел.	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0028542815707623
5243	В 90 были для этнических немцев переселенцев с СССР, сейчас не знаю есть или нет.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.1477115750312805
5244	Сначала восстанавливать стаоле, потом все лстальное, короче тди в РЭО и там все обьяснят	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0054008406586945
5245	какие войска в / году занимались восстановлением мостов после бомбёжки и что они ещё делали	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0006276796339079
5246	Почему вобще не запретят рекламу этих бк и казино.	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011695940978825
5247	Дай угадаю, ты один из тех копирайтеров, которые расхваливали мультфильм на ютубе? 	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4228074252605438
5248	Во мне - есть. Это понятно, владыка наш, телепат гадатель по фото.	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5545681118965149
5249	Это как война. Только есть война , когда ты видишь врага наркотик, а есть война когда ты не знаешь кто враг игромания	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3214642107486725
5250	 мг через день, или 50 каждый день курсом на 6-8 недель. Анастразол по результатам анализов. Только массу так не набирают. Удачи	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.001307736034505
5251	как уехать в Америку на работу, имея 15 лет стаж работы  учитель английского языка	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0004248119075782
5252	Больниц боятся все дети. Не хочет сам идти, принудите.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1454383879899978
5253	Я расслабляюсь и зарабатываю на себя. В чем проблема? Принципиально не хочу на кого-то работать, лучше искать различные пути заработка, экспериментировать. Так год уже живу.	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042220745235681
5254	Как вам идея аниме про ммо? Типа как фэнтези, только в игре.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0341560989618301
5255	Думаю да. Вот мне надо молнию в куртке заменить 23.01.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0048941718414425
5256	Что делаеть если не приходить штраф за нарущение ПДД вынесенный через суд?	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108642969280481
5257	Да хоть в бальном платье. Пофиг.	0.09	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.1934182345867157
5258	Как узнать по какой болезни меня списали.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0925441309809684
5259	Спасибо. А то я позавчера взял только на то, что к концу это недели ниже будем. На более долгий срок не решился чё-т.	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0007940880605019
5260	Я не смотрел кинцо, но читал. Стоит смотреть?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0417032800614833
